submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
11/29/2021,NC,1520795,1287515,233280,1609,242,19053,16775,2278,16,1,11/29/2021 12:00:00 AM,Agree,Agree
08/01/2022,NC,3017162,2505465,511697,2948,424,26105,22700,3405,19,4,08/01/2022 12:00:00 AM,Agree,Agree
08/15/2022,NC,3076638,2552025,524613,2265,299,26309,22875,3434,16,2,08/15/2022 12:00:00 AM,Agree,Agree
12/16/2021,NC,1574806,1329815,244991,4183,823,19408,17083,2325,24,3,12/16/2021 12:00:00 AM,Agree,Agree
05/11/2020,NC,15264,15264,0,267,0,625,625,0,25,0,05/11/2020 12:00:00 AM,Agree,Agree
03/06/2021,NC,863488,756891,106597,1745,427,12440,11001,1439,16,2,03/06/2021 12:00:00 AM,Agree,Agree
03/15/2021,NC,876874,766698,110176,1101,275,12582,11124,1458,14,1,03/15/2021 12:00:00 AM,Agree,Agree
03/03/2021,NC,857475,752265,105210,2151,556,12386,10953,1433,21,4,03/03/2021 12:00:00 AM,Agree,Agree
03/21/2021,NC,887348,774530,112818,1385,234,12667,11199,1468,15,1,03/21/2021 12:00:00 AM,Agree,Agree
08/15/2021,NC,1111411,949025,162386,4881,546,14207,12511,1696,34,8,08/15/2021 12:00:00 AM,Agree,Agree
02/13/2021,NC,815734,720150,95584,3609,690,11790,10444,1346,55,6,02/13/2021 12:00:00 AM,Agree,Agree
08/04/2022,NC,3032456,2516919,515537,5589,1243,26144,22735,3409,14,1,08/04/2022 12:00:00 AM,Agree,Agree
09/01/2022,NC,3132397,2594536,537861,3669,954,26556,23080,3476,15,5,09/01/2022 12:00:00 AM,Agree,Agree
03/05/2020,NC,1,1,0,0,0,0,0,0,0,0,03/05/2020 12:00:00 AM,Agree,Agree
05/03/2021,NC,961274,830508,130766,912,200,13147,11610,1537,12,2,05/03/2021 12:00:00 AM,Agree,Agree
02/28/2022,NC,2609633,2184994,424639,682,107,24286,21179,3107,36,4,02/28/2022 12:00:00 AM,Agree,Agree
03/11/2022,NC,2620753,2193335,427418,846,237,24640,21486,3154,31,6,03/11/2022 12:00:00 AM,Agree,Agree
07/24/2022,NC,2979180,2476194,502986,4204,735,25991,22609,3382,17,3,07/24/2022 12:00:00 AM,Agree,Agree
01/06/2022,NC,1809214,1522010,287204,29231,5459,20097,17675,2422,64,11,01/06/2022 12:00:00 AM,Agree,Agree
03/20/2021,NC,885963,773379,112584,1817,441,12652,11185,1467,18,2,03/20/2021 12:00:00 AM,Agree,Agree
07/10/2022,NC,2915581,2426982,488599,3684,552,25794,22455,3339,12,1,07/10/2022 12:00:00 AM,Agree,Agree
02/06/2022,NC,2524337,2118943,405394,6802,946,22818,19943,2875,91,13,02/06/2022 12:00:00 AM,Agree,Agree
03/18/2022,NC,2624705,2196400,428305,667,127,24768,21594,3174,23,3,03/18/2022 12:00:00 AM,Agree,Agree
11/27/2020,NC,356135,335260,20875,3377,141,5735,5529,206,42,7,11/27/2020 12:00:00 AM,Agree,Agree
05/29/2022,NC,2765091,2308738,456353,3388,496,25312,22066,3246,10,0,05/29/2022 12:00:00 AM,Agree,Agree
11/21/2021,NC,1507427,1276858,230569,1637,236,18899,16634,2265,19,1,11/21/2021 12:00:00 AM,Agree,Agree
07/05/2021,NC,1002991,861637,141354,303,67,13667,12051,1616,3,1,07/05/2021 12:00:00 AM,Agree,Agree
11/23/2021,NC,1510468,1279265,231203,1745,468,18937,16672,2265,18,0,11/23/2021 12:00:00 AM,Agree,Agree
06/27/2021,NC,999604,859172,140432,330,81,13636,12022,1614,1,0,06/27/2021 12:00:00 AM,Agree,Agree
03/16/2020,NC,33,33,0,1,0,1,1,0,0,0,03/16/2020 12:00:00 AM,Agree,Agree
05/22/2021,NC,982831,846870,135961,1054,353,13398,11815,1583,10,1,05/22/2021 12:00:00 AM,Agree,Agree
04/07/2021,NC,914367,794688,119679,1841,520,12846,11352,1494,3,0,04/07/2021 12:00:00 AM,Agree,Agree
01/15/2021,NC,667971,602194,65777,9063,1186,9409,8522,887,101,22,01/15/2021 12:00:00 AM,Agree,Agree
11/11/2020,NC,299745,285438,14307,3124,380,5116,4977,139,30,2,11/11/2020 12:00:00 AM,Agree,Agree
03/06/2020,NC,1,1,0,0,0,0,0,0,0,0,03/06/2020 12:00:00 AM,Agree,Agree
09/05/2022,NC,3143221,2602961,540260,1701,275,26603,23118,3485,13,2,09/05/2022 12:00:00 AM,Agree,Agree
06/01/2021,NC,988846,851390,137456,289,86,13484,11892,1592,11,1,06/01/2021 12:00:00 AM,Agree,Agree
09/24/2022,NC,3196422,2642509,553913,2504,637,26816,23300,3516,10,3,09/24/2022 12:00:00 AM,Agree,Agree
04/04/2021,NC,910412,791705,118707,1217,300,12825,11335,1490,15,2,04/04/2021 12:00:00 AM,Agree,Agree
11/30/2020,NC,365360,343646,21714,2405,259,5862,5641,221,35,4,11/30/2020 12:00:00 AM,Agree,Agree
06/12/2022,NC,2816225,2349438,466787,2738,397,25463,22185,3278,10,2,06/12/2022 12:00:00 AM,Agree,Agree
04/18/2020,NC,6169,6169,0,293,0,221,221,0,14,0,04/18/2020 12:00:00 AM,Agree,Agree
10/16/2020,NC,241173,232865,8308,2699,296,4240,4170,70,27,0,10/16/2020 12:00:00 AM,Agree,Agree
08/02/2020,NC,126104,125112,992,1388,25,2172,2169,3,41,0,08/02/2020 12:00:00 AM,Agree,Agree
06/15/2021,NC,994833,855816,139017,327,96,13581,11976,1605,7,1,06/15/2021 12:00:00 AM,Agree,Agree
04/25/2021,NC,948886,821049,127837,1465,267,13059,11536,1523,14,4,04/25/2021 12:00:00 AM,Agree,Agree
06/05/2020,NC,33375,33371,4,1253,2,1076,1076,0,10,0,06/05/2020 12:00:00 AM,Agree,Agree
07/21/2022,NC,2964095,2464354,499741,5944,1292,25940,22569,3371,13,2,07/21/2022 12:00:00 AM,Agree,Agree
02/03/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/24/2021,NC,947421,819851,127570,2409,744,13045,11526,1519,11,0,04/24/2021 12:00:00 AM,Agree,Agree
12/24/2020,NC,507681,465592,42089,6958,1006,7344,6851,493,66,19,12/24/2020 12:00:00 AM,Agree,Agree
12/27/2020,NC,519939,476843,43096,2777,438,7567,7036,531,72,11,12/27/2020 12:00:00 AM,Agree,Agree
06/05/2022,NC,2791310,2329580,461730,3283,527,25387,22129,3258,8,0,06/05/2022 12:00:00 AM,Agree,Agree
07/25/2021,NC,1025890,879072,146818,1758,299,13784,12152,1632,11,2,07/25/2021 12:00:00 AM,Agree,Agree
12/10/2020,NC,421909,392469,29440,7103,876,6349,6051,298,67,11,12/10/2020 12:00:00 AM,Agree,Agree
09/09/2021,NC,1273255,1084434,188821,7811,1697,15729,13833,1896,69,13,09/09/2021 12:00:00 AM,Agree,Agree
10/02/2020,NC,214556,208781,5775,1994,176,3872,3827,45,18,0,10/02/2020 12:00:00 AM,Agree,Agree
02/03/2022,NC,2496277,2096243,400034,13784,2573,22476,19662,2814,83,18,02/03/2022 12:00:00 AM,Agree,Agree
03/17/2021,NC,880203,768952,111251,1781,470,12602,11142,1460,11,2,03/17/2021 12:00:00 AM,Agree,Agree
01/29/2022,NC,2439596,2050421,389175,19808,3165,22039,19313,2726,120,17,01/29/2022 12:00:00 AM,Agree,Agree
05/28/2021,NC,987098,850055,137043,730,196,13450,11862,1588,6,0,05/28/2021 12:00:00 AM,Agree,Agree
06/04/2022,NC,2788027,2326824,461203,4457,880,25379,22121,3258,7,0,06/04/2022 12:00:00 AM,Agree,Agree
06/22/2021,NC,997502,857739,139763,325,110,13610,11998,1612,3,1,06/22/2021 12:00:00 AM,Agree,Agree
12/22/2020,NC,493854,454043,39811,5403,1348,7199,6745,454,75,9,12/22/2020 12:00:00 AM,Agree,Agree
06/16/2022,NC,2828966,2359358,469608,3901,850,25509,22226,3283,4,0,06/16/2022 12:00:00 AM,Agree,Agree
06/13/2020,NC,42813,42807,6,1493,0,1197,1197,0,12,0,06/13/2020 12:00:00 AM,Agree,Agree
04/28/2022,NC,2662133,2225984,436149,2061,513,25098,21888,3210,4,0,04/28/2022 12:00:00 AM,Agree,Agree
07/03/2022,NC,2889829,2407138,482691,3159,465,25706,22383,3323,19,2,07/03/2022 12:00:00 AM,Agree,Agree
04/18/2022,NC,2645973,2213130,432843,684,101,25044,21845,3199,1,0,04/18/2022 12:00:00 AM,Agree,Agree
02/02/2022,NC,2482493,2085032,397461,13833,3086,22393,19597,2796,75,15,02/02/2022 12:00:00 AM,Agree,Agree
08/14/2020,NC,143983,142322,1661,1599,77,2518,2513,5,24,0,08/14/2020 12:00:00 AM,Agree,Agree
02/06/2021,NC,791203,700455,90748,4481,817,11393,10123,1270,56,8,02/06/2021 12:00:00 AM,Agree,Agree
11/18/2021,NC,1501239,1271855,229384,2341,516,18840,16583,2257,19,1,11/18/2021 12:00:00 AM,Agree,Agree
03/11/2021,NC,870929,762285,108644,1897,473,12530,11076,1454,18,1,03/11/2021 12:00:00 AM,Agree,Agree
07/29/2022,NC,3004989,2495635,509354,5876,1202,26059,22661,3398,16,5,07/29/2022 12:00:00 AM,Agree,Agree
02/13/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/06/2022,NC,3042661,2524956,517705,4930,1060,26170,22758,3412,11,2,08/06/2022 12:00:00 AM,Agree,Agree
05/24/2020,NC,23287,23286,1,568,0,826,826,0,22,0,05/24/2020 12:00:00 AM,Agree,Agree
05/01/2022,NC,2668229,2231035,437194,1517,261,25110,21897,3213,5,2,05/01/2022 12:00:00 AM,Agree,Agree
08/27/2022,NC,3117689,2583355,534334,3320,806,26490,23026,3464,21,3,08/27/2022 12:00:00 AM,Agree,Agree
05/26/2021,NC,985488,848824,136664,875,265,13436,11848,1588,13,1,05/26/2021 12:00:00 AM,Agree,Agree
05/12/2021,NC,972979,839385,133594,1320,356,13266,11703,1563,11,2,05/12/2021 12:00:00 AM,Agree,Agree
04/08/2022,NC,2636119,2205122,430997,847,194,24982,21790,3192,10,1,04/08/2022 12:00:00 AM,Agree,Agree
07/24/2021,NC,1024132,877613,146519,2213,459,13773,12143,1630,10,1,07/24/2021 12:00:00 AM,Agree,Agree
09/06/2021,NC,1256248,1071117,185131,5191,378,15523,13658,1865,65,2,09/06/2021 12:00:00 AM,Agree,Agree
11/03/2021,NC,1474932,1251057,223875,1876,450,18569,16343,2226,27,4,11/03/2021 12:00:00 AM,Agree,Agree
03/18/2021,NC,882174,770482,111692,1971,441,12616,11154,1462,14,2,03/18/2021 12:00:00 AM,Agree,Agree
10/23/2021,NC,1456712,1236552,220160,1928,424,18258,16058,2200,36,3,10/23/2021 12:00:00 AM,Agree,Agree
09/30/2022,NC,3207383,2650928,556455,1866,420,26849,23328,3521,3,0,09/30/2022 12:00:00 AM,Agree,Agree
03/12/2022,NC,2621523,2193923,427600,770,182,24657,21498,3159,17,5,03/12/2022 12:00:00 AM,Agree,Agree
10/01/2020,NC,212562,206963,5599,2229,199,3854,3809,45,20,0,10/01/2020 12:00:00 AM,Agree,Agree
01/29/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/10/2020,NC,137940,136613,1327,790,9,2400,2395,5,35,0,08/10/2020 12:00:00 AM,Agree,Agree
09/02/2020,NC,172990,170025,2965,1325,110,3040,3028,12,31,0,09/02/2020 12:00:00 AM,Agree,Agree
01/12/2022,NC,1972851,1657446,315405,32888,7051,20492,18013,2479,71,14,01/12/2022 12:00:00 AM,Agree,Agree
09/18/2022,NC,3181858,2631657,550201,1942,349,26752,23247,3505,10,1,09/18/2022 12:00:00 AM,Agree,Agree
02/23/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/18/2022,NC,2948148,2452416,495732,2671,444,25897,22532,3365,17,5,07/18/2022 12:00:00 AM,Agree,Agree
06/07/2021,NC,991712,853513,138199,273,62,13533,11935,1598,11,0,06/07/2021 12:00:00 AM,Agree,Agree
06/20/2020,NC,51493,51481,12,1476,3,1304,1304,0,17,0,06/20/2020 12:00:00 AM,Agree,Agree
01/28/2022,NC,2419788,2033778,386010,21518,3221,21919,19210,2709,108,21,01/28/2022 12:00:00 AM,Agree,Agree
06/24/2022,NC,2856443,2381048,475395,4041,859,25602,22302,3300,22,2,06/24/2022 12:00:00 AM,Agree,Agree
01/18/2022,NC,2165141,1823481,341660,18730,2783,20939,18397,2542,64,11,01/18/2022 12:00:00 AM,Agree,Agree
03/10/2021,NC,869032,760861,108171,1832,550,12512,11059,1453,21,4,03/10/2021 12:00:00 AM,Agree,Agree
03/28/2020,NC,964,964,0,173,0,6,6,0,1,0,03/28/2020 12:00:00 AM,Agree,Agree
07/11/2022,NC,2918102,2429125,488977,2521,378,25807,22464,3343,13,4,07/11/2022 12:00:00 AM,Agree,Agree
04/14/2022,NC,2641666,2209560,432106,1432,364,25020,21822,3198,9,3,04/14/2022 12:00:00 AM,Agree,Agree
05/26/2022,NC,2752761,2298721,454040,4986,989,25286,22045,3241,13,1,05/26/2022 12:00:00 AM,Agree,Agree
06/21/2020,NC,52770,52758,12,1277,0,1316,1316,0,12,0,06/21/2020 12:00:00 AM,Agree,Agree
02/02/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/14/2022,NC,2622260,2194534,427726,348,61,24689,21526,3163,15,3,03/14/2022 12:00:00 AM,Agree,Agree
09/17/2021,NC,1328853,1131141,197712,7209,1068,16344,14366,1978,80,14,09/17/2021 12:00:00 AM,Agree,Agree
10/24/2020,NC,257930,247888,10042,2403,256,4481,4395,86,22,1,10/24/2020 12:00:00 AM,Agree,Agree
12/07/2020,NC,402955,376281,26674,4249,284,6174,5904,270,51,11,12/07/2020 12:00:00 AM,Agree,Agree
08/19/2020,NC,150402,148457,1945,1356,78,2664,2657,7,40,0,08/19/2020 12:00:00 AM,Agree,Agree
06/22/2022,NC,2847981,2374449,473532,3966,960,25570,22272,3298,18,5,06/22/2022 12:00:00 AM,Agree,Agree
07/03/2020,NC,70466,70389,77,2049,10,1493,1493,0,12,0,07/03/2020 12:00:00 AM,Agree,Agree
05/31/2020,NC,28686,28685,1,905,0,988,988,0,19,0,05/31/2020 12:00:00 AM,Agree,Agree
08/29/2022,NC,3121964,2586966,534998,1861,290,26515,23048,3467,10,1,08/29/2022 12:00:00 AM,Agree,Agree
06/02/2021,NC,989267,851711,137556,421,100,13493,11899,1594,9,2,06/02/2021 12:00:00 AM,Agree,Agree
08/30/2020,NC,169185,166444,2741,1661,24,2957,2946,11,39,0,08/30/2020 12:00:00 AM,Agree,Agree
05/24/2022,NC,2742820,2290943,451877,3411,936,25260,22023,3237,9,2,05/24/2022 12:00:00 AM,Agree,Agree
03/31/2020,NC,1428,1428,0,194,0,13,13,0,2,0,03/31/2020 12:00:00 AM,Agree,Agree
11/10/2020,NC,296621,282694,13927,2589,454,5086,4949,137,34,5,11/10/2020 12:00:00 AM,Agree,Agree
02/24/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/13/2021,NC,1100664,939826,160838,6151,1143,14142,12460,1682,37,5,08/13/2021 12:00:00 AM,Agree,Agree
09/10/2021,NC,1281581,1091278,190303,8326,1482,15795,13887,1908,66,12,09/10/2021 12:00:00 AM,Agree,Agree
09/11/2020,NC,185149,181579,3570,1703,87,3294,3272,22,35,2,09/11/2020 12:00:00 AM,Agree,Agree
03/09/2021,NC,867200,759579,107621,1428,531,12491,11042,1449,17,4,03/09/2021 12:00:00 AM,Agree,Agree
01/27/2022,NC,2398270,2015481,382789,25489,4328,21811,19123,2688,96,19,01/27/2022 12:00:00 AM,Agree,Agree
01/22/2022,NC,2300179,1935504,364675,35906,4392,21293,18694,2599,80,11,01/22/2022 12:00:00 AM,Agree,Agree
11/20/2021,NC,1505790,1275457,230333,2114,426,18880,16616,2264,17,4,11/20/2021 12:00:00 AM,Agree,Agree
12/25/2021,NC,1619446,1366301,253145,6896,1006,19655,17307,2348,30,5,12/25/2021 12:00:00 AM,Agree,Agree
05/22/2020,NC,21775,21774,1,789,0,784,784,0,18,0,05/22/2020 12:00:00 AM,Agree,Agree
09/11/2021,NC,1289658,1098037,191621,8077,1318,15877,13959,1918,82,10,09/11/2021 12:00:00 AM,Agree,Agree
01/07/2022,NC,1841019,1548310,292709,31805,5505,20157,17725,2432,60,10,01/07/2022 12:00:00 AM,Agree,Agree
02/17/2022,NC,2584312,2165442,418870,4834,1134,23726,20697,3029,69,13,02/17/2022 12:00:00 AM,Agree,Agree
01/25/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/22/2020,NC,337681,319149,18532,2749,230,5537,5356,181,39,8,11/22/2020 12:00:00 AM,Agree,Agree
11/10/2021,NC,1486385,1259997,226388,2073,521,18709,16471,2238,16,2,11/10/2021 12:00:00 AM,Agree,Agree
11/15/2021,NC,1494942,1267094,227848,1206,126,18783,16535,2248,9,2,11/15/2021 12:00:00 AM,Agree,Agree
03/20/2022,NC,2625583,2197102,428481,377,52,24801,21624,3177,18,0,03/20/2022 12:00:00 AM,Agree,Agree
11/23/2020,NC,340091,321356,18735,2410,203,5586,5400,186,49,5,11/23/2020 12:00:00 AM,Agree,Agree
06/04/2021,NC,990554,852649,137905,603,148,13510,11915,1595,5,1,06/04/2021 12:00:00 AM,Agree,Agree
05/12/2020,NC,15590,15590,0,326,0,640,640,0,15,0,05/12/2020 12:00:00 AM,Agree,Agree
11/24/2020,NC,344073,324650,19423,3982,688,5622,5432,190,36,4,11/24/2020 12:00:00 AM,Agree,Agree
11/25/2021,NC,1515007,1282779,232228,2245,489,18971,16700,2271,14,2,11/25/2021 12:00:00 AM,Agree,Agree
02/09/2022,NC,2544705,2134858,409847,7900,2004,23104,20183,2921,100,14,02/09/2022 12:00:00 AM,Agree,Agree
01/29/2021,NC,748741,669663,79078,5138,787,10803,9630,1173,85,14,01/29/2021 12:00:00 AM,Agree,Agree
01/25/2021,NC,727128,652195,74933,3750,402,10428,9333,1095,76,14,01/25/2021 12:00:00 AM,Agree,Agree
01/09/2022,NC,1895807,1595308,300499,22302,2680,20291,17836,2455,66,13,01/09/2022 12:00:00 AM,Agree,Agree
05/12/2022,NC,2697298,2254217,443081,4026,759,25185,21959,3226,11,3,05/12/2022 12:00:00 AM,Agree,Agree
03/08/2021,NC,865772,758682,107090,975,233,12474,11029,1445,13,1,03/08/2021 12:00:00 AM,Agree,Agree
12/25/2020,NC,513127,470601,42526,5446,437,7421,6914,507,77,14,12/25/2020 12:00:00 AM,Agree,Agree
05/05/2021,NC,964235,832661,131574,1700,442,13180,11636,1544,17,3,05/05/2021 12:00:00 AM,Agree,Agree
01/01/2021,NC,558303,508513,49790,11001,1433,8007,7403,604,81,11,01/01/2021 12:00:00 AM,Agree,Agree
05/07/2021,NC,967484,835152,132332,1524,360,13202,11656,1546,8,0,05/07/2021 12:00:00 AM,Agree,Agree
06/26/2021,NC,999274,858923,140351,433,119,13635,12021,1614,9,1,06/26/2021 12:00:00 AM,Agree,Agree
06/19/2020,NC,50017,50008,9,1604,1,1287,1287,0,16,0,06/19/2020 12:00:00 AM,Agree,Agree
01/11/2022,NC,1939963,1631609,308354,26375,6047,20421,17956,2465,71,6,01/11/2022 12:00:00 AM,Agree,Agree
10/11/2021,NC,1428029,1213891,214138,1574,143,17764,15618,2146,40,6,10/11/2021 12:00:00 AM,Agree,Agree
02/10/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/08/2022,NC,2800954,2337046,463908,4262,1018,25413,22149,3264,11,3,06/08/2022 12:00:00 AM,Agree,Agree
02/18/2020,NC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/26/2022,NC,2629089,2199651,429438,592,204,24878,21697,3181,12,0,03/26/2022 12:00:00 AM,Agree,Agree
04/09/2020,NC,3698,3698,0,248,0,81,81,0,9,0,04/09/2020 12:00:00 AM,Agree,Agree
06/16/2021,NC,995337,856165,139172,504,155,13584,11977,1607,3,2,06/16/2021 12:00:00 AM,Agree,Agree
08/14/2022,NC,3074373,2550059,524314,2676,438,26293,22861,3432,15,3,08/14/2022 12:00:00 AM,Agree,Agree
04/06/2021,NC,912526,793367,119159,1139,232,12843,11349,1494,10,1,04/06/2021 12:00:00 AM,Agree,Agree
05/31/2022,NC,2769871,2312693,457178,2261,450,25330,22080,3250,9,1,05/31/2022 12:00:00 AM,Agree,Agree
08/26/2021,NC,1178176,1004460,173716,8197,1361,14751,12976,1775,48,8,08/26/2021 12:00:00 AM,Agree,Agree
09/30/2020,NC,210333,204933,5400,1400,159,3834,3789,45,32,2,09/30/2020 12:00:00 AM,Agree,Agree
03/31/2021,NC,903500,786442,117058,1880,548,12779,11293,1486,18,3,03/31/2021 12:00:00 AM,Agree,Agree
10/05/2021,NC,1408759,1197904,210855,2843,768,17486,15377,2109,65,11,10/05/2021 12:00:00 AM,Agree,Agree
04/27/2020,NC,9335,9335,0,411,0,384,384,0,24,0,10/05/2022 12:29:35 PM,Agree,Agree
09/01/2021,NC,1219370,1039274,180096,7498,1628,15156,13332,1824,81,11,09/01/2021 12:00:00 AM,Agree,Agree
08/05/2021,NC,1061469,907883,153586,4937,898,13941,12288,1653,17,3,08/05/2021 12:00:00 AM,Agree,Agree
05/25/2020,NC,23843,23842,1,556,0,845,845,0,19,0,05/25/2020 12:00:00 AM,Agree,Agree
09/22/2021,NC,1354313,1152417,201896,5289,1072,16657,14651,2006,57,8,09/22/2021 12:00:00 AM,Agree,Agree
04/30/2020,NC,10705,10705,0,566,0,433,433,0,19,0,04/30/2020 12:00:00 AM,Agree,Agree
08/10/2021,NC,1082388,925059,157329,4381,1089,14042,12378,1664,19,0,08/10/2021 12:00:00 AM,Agree,Agree
07/10/2020,NC,81667,81501,166,1991,20,1603,1602,1,12,0,07/10/2020 12:00:00 AM,Agree,Agree
01/24/2022,NC,2332152,1964150,368002,11601,1357,21482,18855,2627,109,19,01/24/2022 12:00:00 AM,Agree,Agree
12/16/2020,NC,456714,422172,34542,6111,1132,6769,6400,369,68,10,12/16/2020 12:00:00 AM,Agree,Agree
11/11/2021,NC,1488433,1261634,226799,2048,411,18723,16484,2239,14,1,11/11/2021 12:00:00 AM,Agree,Agree
10/21/2020,NC,250375,241094,9281,2071,319,4396,4315,81,33,3,10/21/2020 12:00:00 AM,Agree,Agree
08/07/2022,NC,3046177,2528027,518150,3516,445,26187,22775,3412,17,0,08/07/2022 12:00:00 AM,Agree,Agree
06/27/2022,NC,2865694,2388578,477116,2252,407,25635,22327,3308,12,5,06/27/2022 12:00:00 AM,Agree,Agree
04/10/2020,NC,3993,3993,0,295,0,91,91,0,10,0,04/10/2020 12:00:00 AM,Agree,Agree
11/16/2021,NC,1496646,1268332,228314,1704,466,18801,16550,2251,18,3,11/16/2021 12:00:00 AM,Agree,Agree
03/07/2020,NC,2,2,0,1,0,0,0,0,0,0,03/07/2020 12:00:00 AM,Agree,Agree
02/22/2021,NC,838265,737635,100630,1552,313,12148,10754,1394,38,6,02/22/2021 12:00:00 AM,Agree,Agree
05/20/2020,NC,20174,20174,0,509,0,751,751,0,19,0,05/20/2020 12:00:00 AM,Agree,Agree
05/08/2020,NC,14047,14047,0,504,0,570,570,0,19,0,05/08/2020 12:00:00 AM,Agree,Agree
12/01/2021,NC,1526619,1291783,234836,3395,847,19080,16800,2280,15,1,12/01/2021 12:00:00 AM,Agree,Agree
04/13/2021,NC,925554,803184,122370,1899,544,12920,11418,1502,11,0,04/13/2021 12:00:00 AM,Agree,Agree
02/23/2021,NC,840720,739307,101413,2455,783,12176,10774,1402,28,8,02/23/2021 12:00:00 AM,Agree,Agree
